parish,ward,precinct,poll_place_name,poll_place_location,office,district,city
St. Mary,0,2/5,MORGAN CITY HIGH SCHOOL,2400 TIGER DR,REP,50,MORGAN CITY
St. Mary,0,2/7,SCHOOL BOARD BUILDING,212 ONSTEAD ST,REP,50,MORGAN CITY
St. Mary,0,2/8,PHARR CHAPEL METHODIST CHURCH HALL,517 FEDERAL AVE,REP,50,MORGAN CITY
St. Mary,0,2/11,PARISH COUNCIL BUILDING,301 THIRD ST,REP,50,MORGAN CITY
Assumption,2,1/3,LABADIEVILLE MIDDLE SCHOOL,2747 HWY 1,REP,51,LABADIEVILLE
Assumption,2,1/4,LABADIEVILLE MIDDLE SCHOOL,2747 HWY 1,REP,51,LABADIEVILLE
Assumption,2,1/5,ASSUMPTION LSU AGRICULTURAL CENTER,119 ROBIN ST,REP,51,NAPOLEONVILLE
Assumption,3,1/1,LABADIEVILLE MIDDLE SCHOOL,2747 HWY 1,REP,51,LABADIEVILLE
Assumption,3,1/2,BAYOU L'OURSE VOL FIRE DEPT,333 HWY 663,REP,51,MORGAN CITY
Assumption,4,1/3,LABADIEVILLE PRIMARY SCHOOL,3045 HWY 1,REP,51,LABADIEVILLE
Assumption,4,1/4,LABADIEVILLE MIDDLE SCHOOL,2747 HWY 1,REP,51,LABADIEVILLE
Lafourche,1,1/1,ST JOHN CATHOLIC CHURCH HALL,2085 ST MARY ST,REP,51,THIBODAUX
Lafourche,1,1/2,THIBODAUX HEALTH UNIT,2535 VETERANS BLVD,REP,51,THIBODAUX
Lafourche,1,1/4,W S LAFARGUE SCHOOL,700 PLANTATION RD,REP,51,THIBODAUX
Lafourche,1,1/6,ST JOHN VOL FIRE DEPT DIST #6,2429 PARISH RD,REP,51,THIBODAUX
Lafourche,11,1/3,BAYOU BLUE RECREATION DIST 11,200 MAZERAC ST,REP,51,HOUMA
Lafourche,11,1/5,BAYOU BLUE RECREATION DIST 11,200 MAZERAC ST,REP,51,HOUMA
St. Mary,0,2/6,HEALTH UNIT/911 BUILDING,1200 DAVID DR,REP,51,MORGAN CITY
St. Mary,0,2/9,SUMPTER WILLIAMS BRANCH OFFICE,1455 RAILROAD AVE,REP,51,MORGAN CITY
St. Mary,0,2/10,WYANDOTTE ELEMENTARY SCHOOL,2 GLENWOOD AVE,REP,51,MORGAN CITY
St. Mary,0,2/12,ST MARY AARP SENIOR CENTER,4014 CHENNAULT ST,REP,51,MORGAN CITY
St. Mary,0,2/13,SIRACUSA RECREATION CENTER,1110 GRACE ST,REP,51,MORGAN CITY
St. Mary,0,2/14,AMELIA FIRE STATION,609 LAKE PALOURDE RD (AMELIA),REP,51,MORGAN CITY
Terrebonne,0,1/1,ROBICHAUX'S FORD,272 W MAIN ST,REP,51,THIBODAUX
Terrebonne,0,1/2,SCHRIEVER ELEMENTARY SCHOOL,2052 W MAIN ST,REP,51,SCHRIEVER
Terrebonne,0,1/5,CALDWELL MIDDLE SCHOOL,445 HWY 311,REP,51,SCHRIEVER
Terrebonne,0,007 A,H L BOURGEOIS HIGH SCHOOL,1 RESERVATION DR,REP,51,GRAY
Terrebonne,0,007 L,H L BOURGEOIS HIGH SCHOOL,1 RESERVATION DR,REP,51,GRAY
Terrebonne,0,1/8,N. HOUMA BRANCH LIBRARY,4130 W PARK AVE,REP,51,GRAY
Terrebonne,0,1/10,OAKSHIRE GYM,5457 VICARI DR,REP,51,HOUMA
Terrebonne,0,1/11,COTEAU-BAYOU BLUE SCHOOL,2550 COTEAU RD,REP,51,HOUMA
Terrebonne,0,1/27,COTEAU FIRE PROTECTION DIST - ADMIN BLDG,2325 COTEAU RD,REP,51,HOUMA
Terrebonne,0,1/28,OAKSHIRE GYM,5457 VICARI DR,REP,51,HOUMA
Terrebonne,0,1/30,COTEAU-BAYOU BLUE SCHOOL,2550 COTEAU RD,REP,51,HOUMA
Terrebonne,0,2/2,OAKSHIRE GYM,5457 VICARI DR,REP,51,HOUMA
Terrebonne,0,2/6,COTEAU-BAYOU BLUE SCHOOL,2550 COTEAU RD,REP,51,HOUMA
Terrebonne,0,3/4,DONNER COMMUNITY CENTER,361 AZALEA DR,REP,51,DONNER
Terrebonne,0,3/5,GIBSON EAST FIRE STATION,5218 N BAYOU BLACK DR,REP,51,GIBSON
Terrebonne,0,3/7,GIBSON EAST FIRE STATION,5218 N BAYOU BLACK DR,REP,51,GIBSON
Terrebonne,0,3/16,SCHRIEVER ELEMENTARY SCHOOL,2052 W MAIN ST,REP,51,SCHRIEVER
Terrebonne,0,1/12,FR. PAT O'BRIEN CENTER,409 FUNDERBURK AVE.,REP,52,HOUMA
Terrebonne,0,1/14,SOUTHDOWN ELEMENTARY SCHOOL,1124 ST CHARLES ST,REP,52,HOUMA
Terrebonne,0,1/15,SOUTHDOWN ELEMENTARY SCHOOL,1124 ST CHARLES ST,REP,52,HOUMA
Terrebonne,0,1/16,SOUTHDOWN ELEMENTARY SCHOOL,1124 ST CHARLES ST,REP,52,HOUMA
Terrebonne,0,1/17,BROADMOOR ELEMENTARY SCHOOL,1010 BROADMOOR AVE,REP,52,HOUMA
Terrebonne,0,1/18,LISA PARK SCHOOL,6639 LISA PARK AVE,REP,52,HOUMA
Terrebonne,0,2/4,EAST HOUMA RECREATION CENTER,126 BOUNDARY RD,REP,52,HOUMA
Terrebonne,0,2/7,EAST HOUMA BRANCH LIBRARY,778 GRAND CAILLOU RD,REP,52,HOUMA
Terrebonne,0,2/8,OAKSHIRE GYM,5457 VICARI DR,REP,52,HOUMA
Terrebonne,0,2/9,FR. PAT O'BRIEN CENTER,409 FUNDERBURK AVE.,REP,52,HOUMA
Terrebonne,0,2/10,EAST HOUMA BRANCH LIBRARY,778 GRAND CAILLOU RD,REP,52,HOUMA
Terrebonne,0,2/11,SOUTHDOWN ELEMENTARY SCHOOL,1124 ST CHARLES ST,REP,52,HOUMA
Terrebonne,0,2/12,OAKLAWN MIDDLE SCHOOL CAFETERIA,2215 ACADIAN DRIVE,REP,52,HOUMA
Terrebonne,0,2/14,TERREBONNE PARISH MAIN LIBRARY,151 LIBRARY DRIVE,REP,52,HOUMA
Terrebonne,0,2/17,DUMAS AUDITORIUM,301 W TUNNEL BLVD,REP,52,HOUMA
Terrebonne,0,2/20,SHADY ACRES SR CENTER,6512 W MAIN ST,REP,52,HOUMA
Terrebonne,0,3/8,BAYOU BLACK RECREATION CENTER,3688 SOUTHDOWN MANDALAY RD,REP,52,HOUMA
Terrebonne,0,3/9,GRACE LUTHERAN CHURCH,422 VALHI BLVD,REP,52,HOUMA
Terrebonne,0,3/14,SOUTHDOWN ELEMENTARY SCHOOL,1124 ST CHARLES ST,REP,52,HOUMA
Terrebonne,0,3/21,EAST HOUMA BRANCH LIBRARY,778 GRAND CAILLOU RD,REP,52,HOUMA
Terrebonne,0,3/23,MULBERRY ELEMENTARY SCHOOL,450 COUGAR DR,REP,52,HOUMA
Terrebonne,0,3/24,TERREBONNE PARISH MAIN LIBRARY,151 LIBRARY DRIVE,REP,52,HOUMA
Terrebonne,0,3/25,TERREBONNE PARISH MAIN LIBRARY,151 LIBRARY DRIVE,REP,52,HOUMA
Terrebonne,0,3/27,BROADMOOR ELEMENTARY SCHOOL,1010 BROADMOOR AVE,REP,52,HOUMA
Terrebonne,0,3/30,BAYOU BLACK RECREATION CENTER,3688 SOUTHDOWN MANDALAY RD,REP,52,HOUMA
Terrebonne,0,4/3,MUNICIPAL AUDITORIUM,880 VERRET ST,REP,52,HOUMA
Terrebonne,0,4/4,MUNICIPAL AUDITORIUM,880 VERRET ST,REP,52,HOUMA
Terrebonne,0,1/19,SHADY ACRES SR CENTER,6512 W MAIN ST,REP,53,HOUMA
Terrebonne,0,1/20,TERREBONNE PAR SCHOOL BRD OFF.,201 STADIUM DR,REP,53,HOUMA
Terrebonne,0,1/21,WEST HOUMA RECREATION CTR,800 WILLIAMS AVE,REP,53,HOUMA
Terrebonne,0,1/23,WEST HOUMA RECREATION CTR,800 WILLIAMS AVE,REP,53,HOUMA
Terrebonne,0,1/25,WEST HOUMA RECREATION CTR,800 WILLIAMS AVE,REP,53,HOUMA
Terrebonne,0,1/29,EAST HOUMA RECREATION CENTER,126 BOUNDARY RD,REP,53,HOUMA
Terrebonne,0,1/31,VILLAGE EAST SCHOOL,315 LAFAYETTE WOODS BLVD,REP,53,HOUMA
Terrebonne,0,034 A,MECHANICVILLE RECREATION CENTER,2814 SENATOR ST,REP,53,HOUMA
Terrebonne,0,034 M,MECHANICVILLE RECREATION CENTER,2814 SENATOR ST,REP,53,HOUMA
Terrebonne,0,2/18,HOUMA JR HIGH SCHOOL,315 ST CHARLES ST,REP,53,HOUMA
Terrebonne,0,2/21,GRAND CAILLOU MIDDLE SCHOOL,2161 GRAND CAILLOU RD,REP,53,HOUMA
Terrebonne,0,2/22,KC HOME COUNCIL NO 7722,5396 SHRIMPERS ROW,REP,53,DULAC
Terrebonne,0,2/24,VILLAGE EAST SCHOOL,315 LAFAYETTE WOODS BLVD,REP,53,HOUMA
Terrebonne,0,2/25,BOURG COMMUNITY CENTER,4411 ELDRED ST,REP,53,BOURG
Terrebonne,0,2/26,RECREATION DISTRICT NO 6 GYM,107 RECREATION DRIVE,REP,53,MONTEGUT
Terrebonne,0,2/27,RECREATION DISTRICT NO 6 GYM,107 RECREATION DRIVE,REP,53,MONTEGUT
Terrebonne,0,2/28,CHAUVIN SENIOR CENTER,113 SENIOR CITIZEN ST,REP,53,CHAUVIN
Terrebonne,0,2/29,CHAUVIN SENIOR CENTER,113 SENIOR CITIZEN ST,REP,53,CHAUVIN
Terrebonne,0,3/2,WEST HOUMA RECREATION CTR,800 WILLIAMS AVE,REP,53,HOUMA
Terrebonne,0,3/3,LITTLE CAILLOU VOL FIRE DEPT FITNESS CTR,5612 HWY 56,REP,53,CHAUVIN
Terrebonne,0,3/11,DULARGE MIDDLE SCHOOL,621 BAYOU DULARGE RD,REP,53,HOUMA
Terrebonne,0,3/12,DULARGE RECREATION CENTER,1330 DR BEATROUS RD,REP,53,THERIOT
Terrebonne,0,3/13,DULARGE RECREATION CENTER,1330 DR BEATROUS RD,REP,53,THERIOT
Terrebonne,0,3/28,BOURG COMMUNITY CENTER,4411 ELDRED ST,REP,53,BOURG
Terrebonne,0,4/9,GRAND CAILLOU MIDDLE SCHOOL,2161 GRAND CAILLOU RD,REP,53,HOUMA
Terrebonne,0,4/19,OAKLAWN MIDDLE SCHOOL CAFETERIA,2215 ACADIAN DRIVE,REP,53,HOUMA
Terrebonne,0,4/24,TERREBONNE PAR SCHOOL BRD OFF.,201 STADIUM DR,REP,53,HOUMA
Jefferson,0,GI001,GRAND ISLE MULTIPLEX,3101 LOUISIANA HWY 1,REP,54,GRAND ISLE
Lafourche,3,1/2,ST CH BORROMEO CHURCH-MAURET FAM CTR,1985 HWY 308,REP,54,THIBODAUX
Lafourche,3,1/3,RACELAND AG BUILDING,115 TEXAS ST,REP,54,RACELAND
Lafourche,3,1/7,RACELAND AG BUILDING,115 TEXAS ST,REP,54,RACELAND
Lafourche,4,1/1,LOCKPORT VOLUNTEER FIRE STA,20 CENTRAL LAFOURCHE DR,REP,54,MATHEWS
Lafourche,4,1/2,LOCKPORT VOLUNTEER FIRE CO,5511 HWY 1,REP,54,LOCKPORT
Lafourche,4,1/3,LOCKPORT TOWN HALL (NEW),710 CHURCH ST,REP,54,LOCKPORT
Lafourche,4,1/4,LOCKPORT TOWN HALL (NEW),710 CHURCH ST,REP,54,LOCKPORT
Lafourche,4,1/5,BELLE-VUE FIRE STATION,7519 HWY 1,REP,54,LOCKPORT
Lafourche,4,1/6,NORTH LAROSE ELEM SCHOOL,175 RICHARDEL DR,REP,54,LAROSE
Lafourche,7,1/3,FIRE PROTECTION DISTRICT NO 1,4062 HWY 90 E,REP,54,DES ALLEMANDS
Lafourche,8,1/1,VACHERIE-GHEENS COMMUNITY CTR,1783 HWY 654,REP,54,GHEENS
Lafourche,9,1/1,CAREER MAGNET CENTER,6419 HWY 308,REP,54,LOCKPORT
Lafourche,9,1/2,NORTH LAROSE ELEM SCHOOL,175 RICHARDEL DR,REP,54,LAROSE
Lafourche,10,1/1,LAROSE CIVIC CENTER,307 E FIFTH ST,REP,54,LAROSE
Lafourche,10,1/2,VIRTUAL ACADEMY OF LAFOURCHE (SL CAMPUS),14669 EAST MAIN ST,REP,54,CUT OFF
Lafourche,10,1/3,SOUTH LAFOURCHE HIGH SCHOOL,16911 EAST MAIN ST,REP,54,CUT OFF
Lafourche,10,1/4,SOUTH LAFOURCHE HIGH SCHOOL,16911 EAST MAIN ST,REP,54,CUT OFF
Lafourche,10,1/6,EAST GALLIANO FIRE STATION,18255 EAST MAIN ST,REP,54,GALLIANO
Lafourche,10,1/8,GOLDEN MEADOW MIDDLE SCHOOL,630 SOUTH BAYOU DR,REP,54,GOLDEN MEADOW
Lafourche,10,1/9,GOLDEN MEADOW UPPER ELEM SCH,124 NORTH 3RD ST,REP,54,GOLDEN MEADOW
Lafourche,10,1/10,ST JOSEPH CHURCH REC CENTER,17980 WEST MAIN ST,REP,54,GALLIANO
Lafourche,10,1/11,GALLIANO ELEMENTARY SCHOOL,148 W 158TH ST,REP,54,GALLIANO
Lafourche,10,1/12,SOUTH LAFOURCHE HIGH SCHOOL,16911 EAST MAIN ST,REP,54,CUT OFF
Lafourche,10,1/13,CUT OFF ELEMENTARY SCHOOL,177 W 55TH ST,REP,54,CUT OFF
Lafourche,10,1/14,CUT OFF ELEMENTARY SCHOOL,177 W 55TH ST,REP,54,CUT OFF
Lafourche,10,1/15,CUT OFF ELEMENTARY SCHOOL,177 W 55TH ST,REP,54,CUT OFF
Lafourche,10,1/16,LAROSE-CUT OFF MIDDLE SCHOOL,13356 WEST MAIN ST,REP,54,LAROSE
Lafourche,11,1/1,ST CH BORROMEO CHURCH/POINT-AUX-CHENES,1237 HWY 665,REP,54,MONTEGUT
Lafourche,11,1/0,BAYOU BLUE RECREATION DIST 11,200 MAZERAC ST,REP,54,HOUMA
Lafourche,11,02 B,BAYOU BLUE RECREATION DIST 11,200 MAZERAC ST,REP,54,HOUMA
St. Charles,1,1/4,LULING ELEMENTARY SCHOOL,904 SUGARHOUSE RD,REP,56,LULING
St. Charles,1,1/6,HARRY HURST MIDDLE SCHOOL,170 ROAD RUNNER LN,REP,56,DESTREHAN
St. Charles,2,1/1,LULING ELEMENTARY SCHOOL,904 SUGARHOUSE RD,REP,56,LULING
St. Charles,2,1/3,MIMOSA PARK ELEMENTARY SCHOOL,222 BIRCH ST,REP,56,LULING
St. Charles,2,1/4,AMA FIRE HOUSE,104 ELLEN ST,REP,56,AMA
St. Charles,2,1/5,LAKEWOOD ELEMENTARY SCHOOL,501 E HEATHER DR,REP,56,LULING
St. Charles,2,1/0,LAKEWOOD ELEMENTARY SCHOOL,501 E HEATHER DR,REP,56,LULING
St. Charles,2,1/6,HARRY HURST MIDDLE SCHOOL,170 ROAD RUNNER LN,REP,56,DESTREHAN
St. Charles,3,1/1,NEW SARPY ELEMENTARY SCHOOL,130 PLANTATION RD,REP,56,DESTREHAN
St. Charles,3,1/0,NEW SARPY ELEMENTARY SCHOOL,130 PLANTATION RD,REP,56,DESTREHAN
St. Charles,3,1B,NEW SARPY ELEMENTARY SCHOOL,130 PLANTATION RD,REP,56,DESTREHAN
St. Charles,3,1/2,ETHEL SCHOEFFNER ELEM SCHOOL,140 PLANTATION RD,REP,56,DESTREHAN
St. Charles,3,1/3,DESTREHAN HIGH SCHOOL,1 WILDCAT LANE,REP,56,DESTREHAN
St. Charles,4,1/1,DES ALLEMANDS VOLUNTEER FIRE DEPARTMENT,16960 HWY 90,REP,56,DES ALLEMANDS
St. Charles,4,1/0,DES ALLEMANDS VOLUNTEER FIRE DEPARTMENT,16960 HWY 90,REP,56,DES ALLEMANDS
St. Charles,4,1/2,BAYOU GAUCHE FIRE HOUSE,410 FIRST ST,REP,56,BAYOU GAUCHE
St. Charles,4,1/3,J B MARTIN MIDDLE SCHOOL,434 SOUTH ST,REP,56,PARADIS
St. Charles,4,1/5,MIMOSA PARK ELEMENTARY SCHOOL,222 BIRCH ST,REP,56,LULING
St. Charles,5,1/1,ST ROSE ELEMENTARY SCHOOL,230 PIRATE DR,REP,56,ST ROSE
St. Charles,5,1/3,ST ROSE ELEMENTARY SCHOOL,230 PIRATE DR,REP,56,ST ROSE
St. Charles,5,1/4,ALBERT CAMMON MIDDLE SCHOOL,234 PIRATE DR,REP,56,ST ROSE
St. Charles,5,1/5,ALBERT CAMMON MIDDLE SCHOOL,234 PIRATE DR,REP,56,ST ROSE
St. Charles,6,1/1,ZEPHIRIN L PERILLOUX FIREHOUSE,17830 RIVER RD,REP,56,MONTZ
St. Charles,6,1/2,NORCO ELEMENTARY SCHOOL,102 FIFTH ST,REP,56,NORCO
St. Charles,6,1/0,NORCO ELEMENTARY SCHOOL,102 FIFTH ST,REP,56,NORCO
St. Charles,6,1/3,DESTREHAN HIGH SCHOOL,1 WILDCAT LANE,REP,56,DESTREHAN
St. Charles,6,1/4,UNION HALL,601 GOOD HOPE ST,REP,56,NORCO
St. Charles,6,1/6,ARTERBURY BUILDING,14564 RIVER RD,REP,56,NEW SARPY
St. Charles,7,1/1,MIMOSA PARK ELEMENTARY SCHOOL,222 BIRCH ST,REP,56,LULING
St. Charles,7,1/2,MIMOSA PARK ELEMENTARY SCHOOL,222 BIRCH ST,REP,56,LULING
St. Charles,7,1/0,MIMOSA PARK ELEMENTARY SCHOOL,222 BIRCH ST,REP,56,LULING
St. Charles,7,1/3,"A. A. SONGY, SR. BUILDING",501 E HEATHER DR,REP,56,LULING
St. Charles,7,1/0,"A. A. SONGY, SR. BUILDING",501 E HEATHER DR,REP,56,LULING
St. Charles,7,1/4,LULING ELEMENTARY SCHOOL,904 SUGARHOUSE RD,REP,56,LULING
St. Charles,7,1/0,LULING ELEMENTARY SCHOOL,904 SUGARHOUSE RD,REP,56,LULING
St. Charles,7,1/5,LULING ELEMENTARY SCHOOL,904 SUGARHOUSE RD,REP,56,LULING
St. John The Baptist,1,1/7,JOHN L ORY ELEMENTARY SCH,182 W 5TH ST,REP,56,LAPLACE
St. Charles,1,1/1,KILLONA FIRE HOUSE,216 ADAMS ST,REP,57,KILLONA
St. Charles,1,1/2,EUAL J LANDRY SR MIDDLE SCHOOL,108 TIGER CIR,REP,57,HAHNVILLE
St. Charles,1,1/0,EUAL J LANDRY SR MIDDLE SCHOOL,108 TIGER CIR,REP,57,HAHNVILLE
St. Charles,1,1/3,EUAL J LANDRY SR MIDDLE SCHOOL,108 TIGER CIR,REP,57,HAHNVILLE
St. Charles,1,1/5,LULING CENTRAL FIRE STATION,1603 PAUL MAILLARD RD,REP,57,LULING
St. Charles,4,1/4,HAHNVILLE HIGH SCHOOL,200 TIGER DR,REP,57,BOUTTE
St. John The Baptist,1,1/2,ST JOHN PARISH COURTHOUSE,2393 HWY 18,REP,57,EDGARD
St. John The Baptist,1,1/4,JOHN L ORY ELEMENTARY SCH,182 W 5TH ST,REP,57,LAPLACE
St. John The Baptist,1,1/5,ST JOHN PARISH GOVERNMENT COMPLEX,1811 W AIRLINE HWY,REP,57,LAPLACE
St. John The Baptist,1,1/6,LAKE PONTCHARTRAIN ELEM SCH,3328 US HWY 51,REP,57,LAPLACE
St. John The Baptist,2,1/4,ST PETER SCHOOL / LACOUR CENTER,188 WEST 7TH STREET,REP,57,RESERVE
St. John The Baptist,2,1/5,EAST ST JOHN HIGH SCHOOL,3000 AIRLINE HWY,REP,57,RESERVE
St. John The Baptist,3,1/1,PARISH HEALTH UNIT,473 CENTRAL AVE,REP,57,RESERVE
St. John The Baptist,3,1/2,FIFTH WARD ELEMENTARY SCHOOL,158 PANTHER DR,REP,57,RESERVE
St. John The Baptist,3,1/4,EAST ST JOHN HIGH SCHOOL,3000 AIRLINE HWY,REP,57,RESERVE
St. John The Baptist,3,1/7,ST JOHN PARISH GOVERNMENT COMPLEX,1811 W AIRLINE HWY,REP,57,LAPLACE
St. John The Baptist,4,1/1,EAST ST JOHN HIGH SCHOOL,3000 AIRLINE HWY,REP,57,RESERVE
St. John The Baptist,4,1/2,EAST ST JOHN HIGH SCHOOL,3000 AIRLINE HWY,REP,57,RESERVE
St. John The Baptist,4,1/3,EAST ST JOHN HIGH SCHOOL,3000 AIRLINE HWY,REP,57,RESERVE
St. John The Baptist,4,1/4,LAPLACE ELEMENTARY SCHOOL,393 GREENWOOD DR,REP,57,LAPLACE
St. John The Baptist,4,1/5,LAPLACE ELEMENTARY SCHOOL,393 GREENWOOD DR,REP,57,LAPLACE
St. John The Baptist,5,1/1,JOHN L ORY ELEMENTARY SCH,182 W 5TH ST,REP,57,LAPLACE
St. John The Baptist,5,1/2,ARCURI CENTER,1020 CAMBRIDGE DR,REP,57,LAPLACE
St. John The Baptist,5,1/3,EAST ST JOHN HIGH SCHOOL,3000 AIRLINE HWY,REP,57,RESERVE
St. John The Baptist,5,1/4,LAKE PONTCHARTRAIN ELEM SCH,3328 US HWY 51,REP,57,LAPLACE
St. John The Baptist,5,1/5,ST JOHN PARISH GOVERNMENT COMPLEX,1811 W AIRLINE HWY,REP,57,LAPLACE
St. John The Baptist,6,1/1,ARCURI CENTER,1020 CAMBRIDGE DR,REP,57,LAPLACE
St. John The Baptist,6,1/2,ARCURI CENTER,1020 CAMBRIDGE DR,REP,57,LAPLACE
St. John The Baptist,6,1/3,ARCURI CENTER,1020 CAMBRIDGE DR,REP,57,LAPLACE
St. John The Baptist,6,1/4,ARCURI CENTER,1020 CAMBRIDGE DR,REP,57,LAPLACE
St. John The Baptist,6,1/5,LAPLACE ELEMENTARY SCHOOL,393 GREENWOOD DR,REP,57,LAPLACE
St. John The Baptist,7,1/1,LAPLACE ELEMENTARY SCHOOL,393 GREENWOOD DR,REP,57,LAPLACE
St. John The Baptist,7,1/2,LAPLACE ELEMENTARY SCHOOL,393 GREENWOOD DR,REP,57,LAPLACE
St. John The Baptist,7,1/3,LAPLACE ELEMENTARY SCHOOL,393 GREENWOOD DR,REP,57,LAPLACE
St. John The Baptist,7,1/4,LAPLACE ELEMENTARY SCHOOL,393 GREENWOOD DR,REP,57,LAPLACE
Ascension,0,1/23,GW CARVER PRIMARY SCHOOL,11310 LEGACY OAKS LANE,REP,58,GONZALES
Ascension,0,1/28,GW CARVER PRIMARY SCHOOL,11310 LEGACY OAKS LANE,REP,58,GONZALES
Ascension,0,1/30,GONZALES PRIMARY (MAIN HALL),521 NORTH BURNSIDE,REP,58,GONZALES
Ascension,0,2/5,GONZALES MIDDLE SCHOOL,1502 W ORICE ROTH RD,REP,58,GONZALES
Ascension,0,2/6,GONZALES MIDDLE SCHOOL,1502 W ORICE ROTH RD,REP,58,GONZALES
Ascension,0,2/7,GONZALES MIDDLE SCHOOL,1502 W ORICE ROTH RD,REP,58,GONZALES
Ascension,0,2/8,DARROW COMMUNITY CENTER,37112 MARTIN LUTHER KING ST.,REP,58,DARROW
Ascension,0,2/11,ASCENSION CHRISTIAN ACADEMY SCHOOL,10469 AIRLINE HWY,REP,58,GONZALES
Ascension,0,2/13,OLD APPLE DIGITAL ACADEMY,38608 HWY 22,REP,58,DARROW
Ascension,0,2/14,MODESTE FIRE STATION,7139 HWY 405,REP,58,DONALDSONVILLE
Ascension,0,2/16,ASCENSION PARISH HEALTH UNIT,901 CATALPA ST,REP,58,DONALDSONVILLE
Ascension,0,2/17,BC ALWES BUILDING,603 LEE ST,REP,58,DONALDSONVILLE
Ascension,0,2/19,DONALDSONVILLE PRIMARY SCHOOL,38210 HWY 3089,REP,58,DONALDSONVILLE
Ascension,0,2/20,CLERK OF COURT ELECTIONS OFFICE,300 HOUMAS ST.,REP,58,DONALDSONVILLE
Ascension,0,2/21,DONALDSONVILLE HIGH SCHOOL,100 TIGER DR,REP,58,DONALDSONVILLE
Ascension,0,2/22,LOWERY ELEMENTARY SCHOOL,2389-A HWY 1 S,REP,58,DONALDSONVILLE
Ascension,0,2/23,DONALDSONVILLE HOUSING AUTH,1501 ST PATRICK ST,REP,58,DONALDSONVILLE
Ascension,0,2/24,DONALDSONVILLE HIGH SCHOOL,100 TIGER DR,REP,58,DONALDSONVILLE
Ascension,0,2/26,DONALDSONVILLE HOUSING AUTH,1501 ST PATRICK ST,REP,58,DONALDSONVILLE
Ascension,0,3/13,DUTCHTOWN MIDDLE SCHOOL,13078 HWY 73,REP,58,GEISMAR
St. James,0,1/1,GRAMERCY TOWN HALL,120 NORTH MONTZ STREET,REP,58,GRAMERCY
St. James,0,1/2,GRAMERCY ELEMENTARY SCHOOL,601 EAST SECOND ST,REP,58,GRAMERCY
St. James,0,1/4,PAULINA ELEMENTARY SCHOOL,2756 HWY 44,REP,58,PAULINA
St. James,0,1/5,ST JAMES PARISH-LUTCHER SR CTR,2631 LOUISIANA AVE,REP,58,LUTCHER
St. James,0,1/7,CYPRESS GROVE MONTESSORI SCHOOL,2461 N KING AVE,REP,58,LUTCHER
St. James,0,1/10,PAULINA ELEMENTARY SCHOOL,2756 HWY 44,REP,58,PAULINA
St. James,0,1/12,UNION-CONVENT VOL FIRE STATION,9790 HWY 44,REP,58,CONVENT
St. James,0,1/13,ST. LOUIS MATH AND READING ACADEMY,8184 VILAVASO ST,REP,58,ST JAMES
St. James,0,1/14,ST JAMES PARISH WEST BANK RECEPTION HALL,2455 LA HWY 18,REP,58,VACHERIE
St. James,0,1/15,ST JAMES PARISH WEST BANK RECEPTION HALL,2455 LA HWY 18,REP,58,VACHERIE
St. James,0,1/16,ST JAMES COURTHOUSE ANNEX,2631 HWY 20 WEST,REP,58,VACHERIE
St. James,0,1/17,VACHERIE ELEM SCH AUDITORIUM,13440 HWY 644,REP,58,VACHERIE
St. James,0,1/18,VACHERIE ELEM SCH AUDITORIUM,13440 HWY 644,REP,58,VACHERIE
St. James,0,1/19,VACHERIE ELEM SCH AUDITORIUM,13440 HWY 644,REP,58,VACHERIE
St. James,0,1/22,PAULINA ELEMENTARY SCHOOL,2756 HWY 44,REP,58,PAULINA
St. John The Baptist,1,1/1,PLEASURE BEND FIRE STATION,1200 HWY 643,REP,58,PLEASURE BEND
St. John The Baptist,1,1/3,WALLACE FIRE STATION,5733 HWY. 18,REP,58,WALLACE
St. John The Baptist,2,1/1,GARYVILLE MAGNET SCHOOL,240 HWY 54,REP,58,GARYVILLE
St. John The Baptist,2,1/2,GARYVILLE MAGNET SCHOOL,240 HWY 54,REP,58,GARYVILLE
St. John The Baptist,2,1/3,ST PETER SCHOOL / LACOUR CENTER,188 WEST 7TH STREET,REP,58,RESERVE
St. John The Baptist,3,1/3,ST PETER SCHOOL / LACOUR CENTER,188 WEST 7TH STREET,REP,58,RESERVE
Assumption,1,1/1,BELLE ROSE PRIMARY SCHOOL,7100 HWY 308,REP,60,BELLE ROSE
Assumption,1,1/2,ASSUMPTION LSU AGRICULTURAL CENTER,119 ROBIN ST,REP,60,NAPOLEONVILLE
Assumption,1,1/3,ASSUMPTION LSU AGRICULTURAL CENTER,119 ROBIN ST,REP,60,NAPOLEONVILLE
Assumption,2,1/1,ASSUMPTION LSU AGRICULTURAL CENTER,119 ROBIN ST,REP,60,NAPOLEONVILLE
Assumption,4,1/1,LABADIEVILLE PRIMARY SCHOOL,3045 HWY 1,REP,60,LABADIEVILLE
Assumption,5,1/1,NAPOLEONVILLE COMMUNITY CENTER,4770 HWY 1,REP,60,NAPOLEONVILLE
Assumption,5,1/2,NAPOLEONVILLE MIDDLE SCHOOL,4847 HWY 1,REP,60,NAPOLEONVILLE
Assumption,5,1/3,NAPOLEONVILLE MIDDLE SCHOOL,4847 HWY 1,REP,60,NAPOLEONVILLE
Assumption,5,1/5,NAPOLEONVILLE MIDDLE SCHOOL,4847 HWY 1,REP,60,NAPOLEONVILLE
